property_id,source,title,description_en,description_st,price,currency,district,location_text,property_type,bedrooms,bathrooms,image_paths,listing_url,condition,style,environment,amenities,listing_intent
propmarket-T80coq4ZCv5wilIHiNhAS,propmarket,"1 Unit, 3 Bedrooms, House",<p>🏡HOUSE AVAILABLE FOR SALE M880 000.00</p><p></p><p>KHUBETSOANA LECORP </p><p></p><p>✅️3 Bedrooms</p><p></p><p>✅️Bathroom</p><p></p><p>✅️Kitchen</p><p></p><p>✅️Lounge</p><p></p><p>✅️Garage</p><p></p>,"Thepa ena ya mofuta wa house e fumaneha Khubetsoana, Berea. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 880,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",880000.0,LSL,Berea,"Khubetsoana, Berea",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T80coq4ZCv5wilIHiNhAS\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T80coq4ZCv5wilIHiNhAS\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T80coq4ZCv5wilIHiNhAS\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T80coq4ZCv5wilIHiNhAS\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T80coq4ZCv5wilIHiNhAS\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/T80coq4ZCv5wilIHiNhAS,Good,Traditional,Suburban,"""[\""garage\""]""",sale
propmarket-4XjZvx02GUGgPxbTk5Jml,propmarket,"1 Unit, 4 Bedrooms, House","<p>This beautiful house is located in Thetsane West , Maseru Lesotho. It's a 4 Bedroom House </p><p>Master bedroom has Gym,en-suite,office space, walk-in-closet and an exit door to the backyard</p><p>Another bedroom is en-suite </p><p>Common bathroom </p><p>Kitchen </p><p>Lounge,dining </p><p>Cinema room,</p><p>Kitchen’s Cullery </p><p>Double garage(Automated Door)</p><p>Automated gate </p><p>Paved yard</p><p>Car port</p><p>Wall and palisade fence </p><p>Entertainment room </p><p>Only uses solar power </p><p>800sqm plot size </p><p>Lease available</p><p>Selling Price 10million </p>","Thepa ena ya mofuta wa house e fumaneha Thetsane West, Maseru. E na le dikamore tse 4 le dibate tse 3 mme e fumaneha ka theko ya M 8,800,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",8800000.0,LSL,Maseru,"Thetsane West, Maseru",House,4,3,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-4XjZvx02GUGgPxbTk5Jml\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-4XjZvx02GUGgPxbTk5Jml\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-4XjZvx02GUGgPxbTk5Jml\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-4XjZvx02GUGgPxbTk5Jml\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-4XjZvx02GUGgPxbTk5Jml\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/4XjZvx02GUGgPxbTk5Jml,Good,Family,Garden,"""[\""garage\"", \""yard\"", \""office-ready\"", \""walled property\""]""",sale
propmarket-E4N0towfYF4KFHPNuqXQB,propmarket,Site,<p>We have this very big site in Linakotseng Maseru..it is a 5800 sqm.</p>,"Thepa ena ya mofuta wa site e fumaneha Linakotseng, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 280,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",280000.0,LSL,Maseru,"Linakotseng, Maseru",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-E4N0towfYF4KFHPNuqXQB\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-E4N0towfYF4KFHPNuqXQB\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-E4N0towfYF4KFHPNuqXQB\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-E4N0towfYF4KFHPNuqXQB\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/E4N0towfYF4KFHPNuqXQB,Good,Traditional,Suburban,"""[]""",sale
propmarket-tdL-rKw4-ymvh-umJYD2m,propmarket,Site,<p>We have these sites at Ha-Bosofo at 50k up to 65k depending on the size of the site</p>,"Thepa ena ya mofuta wa site e fumaneha Ha Bosofo, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 50,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",50000.0,LSL,Maseru,"Ha Bosofo, Maseru",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-tdL-rKw4-ymvh-umJYD2m\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-tdL-rKw4-ymvh-umJYD2m\\\\image_2.jpg\""]""",https://www.propmarket.co.ls/properties/tdL-rKw4-ymvh-umJYD2m,Good,Traditional,Suburban,"""[]""",sale
propmarket-m9QjRcxQJVRg1g2MaiFdv,propmarket,"1 Unit, 3 Bedrooms, House","<p>🏠HOUSE FOR SALE MASOWE ONE🏠</p><p>✅️Master bedroom</p><p></p><p>✅️Shower bath toilet</p><p>Fitted.</p><p></p><p>✅️3 Bedrooms All fitted.</p><p></p><p>✅️Guests toilet</p><p></p><p>✅️fitted guest bathroom Children Shower</p><p></p><p>✅️Open plan kitchen (not fitted)</p><p></p><p>✅️sitting room</p><p></p><p>✅️Double garage</p><p></p><p>✅️Front yard is Paved and there is a boma for different occasions.</p><p></p><p>✅️Lawn at backyard</p><p></p><p>💰ASKING PRICE M1,500 000</p><p>Price reduced to M1,380 000</p><p></p>","Thepa ena ya mofuta wa house e fumaneha Masowe 1b Secondary School, Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 1,380,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1380000.0,LSL,Maseru,"Masowe 1b Secondary School, Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-m9QjRcxQJVRg1g2MaiFdv\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-m9QjRcxQJVRg1g2MaiFdv\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-m9QjRcxQJVRg1g2MaiFdv\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-m9QjRcxQJVRg1g2MaiFdv\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-m9QjRcxQJVRg1g2MaiFdv\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/m9QjRcxQJVRg1g2MaiFdv,Good,Family,Garden,"""[\""garage\"", \""yard\"", \""near schools\"", \""road access\"", \""shower\""]""",sale
propmarket-3RnybDOD-2YqSMafIGIAh,propmarket,"2 Bedrooms, House","<p>The house is for rental at Maseru West Lepoqo Street..It consists of 2 large bedrooms, 1 bathroom with a shower, open plan kitchen and lounge.. Open parking in the yard.</p><p>Prepaid electricity, water and gardening excluded from rental.. M7 500 per month.. The security is 7.5k</p>","Thepa ena ya mofuta wa house e fumaneha Maseru West, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 7,500. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",7500.0,LSL,Maseru,"Maseru West, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-3RnybDOD-2YqSMafIGIAh\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-3RnybDOD-2YqSMafIGIAh\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-3RnybDOD-2YqSMafIGIAh\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-3RnybDOD-2YqSMafIGIAh\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/3RnybDOD-2YqSMafIGIAh,Good,Family,Garden,"""[\""water connection\"", \""electricity\"", \""parking\"", \""garden\"", \""yard\"", \""security\"", \""shower\""]""",rent
propmarket-jWqWDunZpClxwr50640ud,propmarket,Village Shopping Complex,"<p>We are selling this mini complex at Ha-Matala at 700k negotiable, the collection of rent monthly is over 10k.</p>","Thepa ena ya mofuta wa commercial e fumaneha Ha Matala, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 700,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",700000.0,LSL,Maseru,"Ha Matala, Maseru",Commercial,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-jWqWDunZpClxwr50640ud\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-jWqWDunZpClxwr50640ud\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-jWqWDunZpClxwr50640ud\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-jWqWDunZpClxwr50640ud\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/jWqWDunZpClxwr50640ud,Good,Contemporary,Suburban,"""[]""",sale
propmarket-nls9QlmJwLy4dpocbUFiM,propmarket,"2 Bedrooms, House",<p>The house is at Masowe 1. It has 2 bedrooms at just 900k with avery biiig yard.</p>,"Thepa ena ya mofuta wa house e fumaneha Masowe 1b Secondary School, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 900,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",900000.0,LSL,Maseru,"Masowe 1b Secondary School, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nls9QlmJwLy4dpocbUFiM\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nls9QlmJwLy4dpocbUFiM\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nls9QlmJwLy4dpocbUFiM\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nls9QlmJwLy4dpocbUFiM\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/nls9QlmJwLy4dpocbUFiM,Good,Family,Garden,"""[\""yard\"", \""near schools\"", \""road access\""]""",sale
propmarket-nBh-J6zgL-wG9t3lBDTP1,propmarket,House,"<p>This newly built house is at Masowe 1 Extension, 3 bedroomed, fully fitted and master En-suite, Lounge-kitchen(Open plan), Paved outside, wall fenced, Solar Geyser, Single garage, a site of 450 sqm..The lease is available.. located at Masowe 1 Extension at 1.5m</p>","Thepa ena ya mofuta wa house e fumaneha Masowe 1b Secondary School, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 1,500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1500000.0,LSL,Maseru,"Masowe 1b Secondary School, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nBh-J6zgL-wG9t3lBDTP1\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nBh-J6zgL-wG9t3lBDTP1\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nBh-J6zgL-wG9t3lBDTP1\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nBh-J6zgL-wG9t3lBDTP1\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/nBh-J6zgL-wG9t3lBDTP1,New,Traditional,Urban,"""[\""garage\"", \""near schools\"", \""road access\"", \""walled property\""]""",sale
propmarket-hCPDxP403-hDVKphWcEOa,propmarket,Site,"<p>We have this beautiful site at Ha-Matala pela Lekhotleng at 350k, 640 sqm in size..The lease is available.. </p>","Thepa ena ya mofuta wa site e fumaneha Ha Matala, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 350,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",350000.0,LSL,Maseru,"Ha Matala, Maseru",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-hCPDxP403-hDVKphWcEOa\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-hCPDxP403-hDVKphWcEOa\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-hCPDxP403-hDVKphWcEOa\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-hCPDxP403-hDVKphWcEOa\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/hCPDxP403-hDVKphWcEOa,Good,Traditional,Suburban,"""[]""",sale
propmarket-l5AZS5MGZGzwtbKIzLZv0,propmarket,"1 Bedroom, House","<p>3 rooms house ...kitchen with stove, one bedroom, bathroom not fitted, sitting room</p><p>Mokhoro in the yard</p><p>Toilet outside</p><p>Water and electricity available </p><p>About 5 minutes to main road </p>","Thepa ena ya mofuta wa house e fumaneha Semphetenyane, Maseru. E na le dikamore tse 1 le dibate tse 1 mme e fumaneha ka theko ya M 360,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",360000.0,LSL,Maseru,"Semphetenyane, Maseru",House,1,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-l5AZS5MGZGzwtbKIzLZv0\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-l5AZS5MGZGzwtbKIzLZv0\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-l5AZS5MGZGzwtbKIzLZv0\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-l5AZS5MGZGzwtbKIzLZv0\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-l5AZS5MGZGzwtbKIzLZv0\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/l5AZS5MGZGzwtbKIzLZv0,Good,Family,Garden,"""[\""water connection\"", \""electricity\"", \""yard\"", \""road access\""]""",sale
propmarket-V-eQx510BlSdIgyH-L0Yq,propmarket,Site,<p>Site ena e tlasa NHTC ena le ntlo ea 2 room ea lejoe le lerako ka setene </p>,"Thepa ena ya mofuta wa site e fumaneha Mosikong / Lepereng (ts'enola), Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 70,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",70000.0,LSL,Maseru,"Mosikong / Lepereng (ts'enola), Maseru",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-V-eQx510BlSdIgyH-L0Yq\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-V-eQx510BlSdIgyH-L0Yq\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-V-eQx510BlSdIgyH-L0Yq\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-V-eQx510BlSdIgyH-L0Yq\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-V-eQx510BlSdIgyH-L0Yq\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/V-eQx510BlSdIgyH-L0Yq,Good,Traditional,Suburban,"""[]""",sale
propmarket-PDWnAR2u0A0Wnz53FjQoC,propmarket,Site,<p>Site ena e ka holima sekolo seo ho thoeng ke Star Classic ke sebaka se setle haholo beatiful view </p>,"Thepa ena ya mofuta wa site e fumaneha Ha Tikoe, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 120,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",120000.0,LSL,Maseru,"Ha Tikoe, Maseru",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-PDWnAR2u0A0Wnz53FjQoC\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-PDWnAR2u0A0Wnz53FjQoC\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-PDWnAR2u0A0Wnz53FjQoC\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-PDWnAR2u0A0Wnz53FjQoC\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-PDWnAR2u0A0Wnz53FjQoC\\\\image_5.png\""]""",https://www.propmarket.co.ls/properties/PDWnAR2u0A0Wnz53FjQoC,Good,Traditional,Hillside,"""[\""tar road\""]""",sale
propmarket-ja9gqmVOVSWsiUiMvnC4D,propmarket,"3 Bedrooms, House","<p><strong><u>Ntlo e sa fellang Ty Ha Nkalimeng.</u></strong></p><p></p><p>2 room eona e felletse mme e koaleile. Ke liroom tse ling fela tse sa fellang. Empa ho so kentsoe samente ho eona ho litsoe.</p><p></p><p>Buoa le nna hore olo e bona tsatsing lena.</p><p>Tse so fele ke 2 bedrooms, sitting room, bathroom, garage </p>","Thepa ena ya mofuta wa house e fumaneha Berea District, Berea. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 280,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",280000.0,LSL,Berea,"Berea District, Berea",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ja9gqmVOVSWsiUiMvnC4D\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ja9gqmVOVSWsiUiMvnC4D\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ja9gqmVOVSWsiUiMvnC4D\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ja9gqmVOVSWsiUiMvnC4D\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/ja9gqmVOVSWsiUiMvnC4D,Good,Traditional,Suburban,"""[\""garage\""]""",sale
propmarket-GhWFPgYytJEJAsrpaxrR9,propmarket,Site,"<p>We have this site at Lipelaneng Botha-Bothe, it is a 24*20 sqm site at just 30k.. It is a sub-divided site..the origional site has a form C2.</p>","Thepa ena ya mofuta wa site e fumaneha Lipelaneng, Butha Buthe. E na le sebaka sena mme e fumaneha ka theko ya M 35,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",35000.0,LSL,Butha Buthe,"Lipelaneng, Butha Buthe",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-GhWFPgYytJEJAsrpaxrR9\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-GhWFPgYytJEJAsrpaxrR9\\\\image_2.png\""]""",https://www.propmarket.co.ls/properties/GhWFPgYytJEJAsrpaxrR9,Good,Traditional,Suburban,"""[]""",sale
propmarket-N4Ts_AJ1GcMR0tlxlBUt4,propmarket,Site,<p>We have this site at Sea-Point Maseru at just 900k..It ia a 1000sqm site.</p>,"Thepa ena ya mofuta wa site e fumaneha Sea Point, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 950,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",950000.0,LSL,Maseru,"Sea Point, Maseru",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-N4Ts_AJ1GcMR0tlxlBUt4\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-N4Ts_AJ1GcMR0tlxlBUt4\\\\image_2.jpg\""]""",https://www.propmarket.co.ls/properties/N4Ts_AJ1GcMR0tlxlBUt4,Good,Traditional,Suburban,"""[]""",sale
