property_id,source,image_index,image_path,country,district_canonical,locality,listing_intent,cnn_property_type,cnn_bedroom_class,condition,style,environment,split
propmarket-xIf5GMbseSPtVlurr3EFE,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-xIf5GMbseSPtVlurr3EFE\image_2.jpg,Lesotho,Maseru,Ha Tsolo,sale,House,3,Good,Traditional,Suburban,val
propmarket-xIf5GMbseSPtVlurr3EFE,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-xIf5GMbseSPtVlurr3EFE\image_3.jpg,Lesotho,Maseru,Ha Tsolo,sale,House,3,Good,Traditional,Suburban,val
propmarket-xIf5GMbseSPtVlurr3EFE,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-xIf5GMbseSPtVlurr3EFE\image_4.jpg,Lesotho,Maseru,Ha Tsolo,sale,House,3,Good,Traditional,Suburban,val
propmarket-xIf5GMbseSPtVlurr3EFE,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-xIf5GMbseSPtVlurr3EFE\image_5.png,Lesotho,Maseru,Ha Tsolo,sale,House,3,Good,Traditional,Suburban,val
propmarket-YeJOdv1same7Be9Pfqx6y,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-YeJOdv1same7Be9Pfqx6y\image_1.jpg,Lesotho,Berea,Khubetsoana,sale,House,2,Good,Traditional,Suburban,train
propmarket-YeJOdv1same7Be9Pfqx6y,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-YeJOdv1same7Be9Pfqx6y\image_2.jpg,Lesotho,Berea,Khubetsoana,sale,House,2,Good,Traditional,Suburban,train
propmarket-YeJOdv1same7Be9Pfqx6y,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-YeJOdv1same7Be9Pfqx6y\image_3.jpg,Lesotho,Berea,Khubetsoana,sale,House,2,Good,Traditional,Suburban,train
propmarket-YeJOdv1same7Be9Pfqx6y,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-YeJOdv1same7Be9Pfqx6y\image_4.jpg,Lesotho,Berea,Khubetsoana,sale,House,2,Good,Traditional,Suburban,train
propmarket-YeJOdv1same7Be9Pfqx6y,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-YeJOdv1same7Be9Pfqx6y\image_5.jpg,Lesotho,Berea,Khubetsoana,sale,House,2,Good,Traditional,Suburban,train
propmarket-k8AX2jh1R695RF-5UBAIV,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-k8AX2jh1R695RF-5UBAIV\image_1.jpg,Lesotho,Berea,Maqhaka,sale,House,2,Good,Traditional,Suburban,train
propmarket-k8AX2jh1R695RF-5UBAIV,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-k8AX2jh1R695RF-5UBAIV\image_2.jpg,Lesotho,Berea,Maqhaka,sale,House,2,Good,Traditional,Suburban,train
propmarket-k8AX2jh1R695RF-5UBAIV,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-k8AX2jh1R695RF-5UBAIV\image_3.jpg,Lesotho,Berea,Maqhaka,sale,House,2,Good,Traditional,Suburban,train
propmarket-k8AX2jh1R695RF-5UBAIV,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-k8AX2jh1R695RF-5UBAIV\image_4.jpg,Lesotho,Berea,Maqhaka,sale,House,2,Good,Traditional,Suburban,train
propmarket-k8AX2jh1R695RF-5UBAIV,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-k8AX2jh1R695RF-5UBAIV\image_5.png,Lesotho,Berea,Maqhaka,sale,House,2,Good,Traditional,Suburban,train
propmarket-e2NFTtDz2NDVZ4h5U87Hr,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-e2NFTtDz2NDVZ4h5U87Hr\image_1.jpg,Lesotho,Maseru,Pena Pena,sale,House,3,New,Traditional,Suburban,train
propmarket-e2NFTtDz2NDVZ4h5U87Hr,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-e2NFTtDz2NDVZ4h5U87Hr\image_2.jpg,Lesotho,Maseru,Pena Pena,sale,House,3,New,Traditional,Suburban,train
propmarket-e2NFTtDz2NDVZ4h5U87Hr,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-e2NFTtDz2NDVZ4h5U87Hr\image_3.jpg,Lesotho,Maseru,Pena Pena,sale,House,3,New,Traditional,Suburban,train
propmarket-e2NFTtDz2NDVZ4h5U87Hr,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-e2NFTtDz2NDVZ4h5U87Hr\image_4.jpg,Lesotho,Maseru,Pena Pena,sale,House,3,New,Traditional,Suburban,train
propmarket-e2NFTtDz2NDVZ4h5U87Hr,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-e2NFTtDz2NDVZ4h5U87Hr\image_5.jpg,Lesotho,Maseru,Pena Pena,sale,House,3,New,Traditional,Suburban,train
propmarket-UuhECTjkxd0jY3uFasnSj,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-UuhECTjkxd0jY3uFasnSj\image_1.jpg,Lesotho,Maseru,Ha Tsolo,sale,House,2,Good,Traditional,Suburban,train
propmarket-UuhECTjkxd0jY3uFasnSj,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-UuhECTjkxd0jY3uFasnSj\image_2.jpg,Lesotho,Maseru,Ha Tsolo,sale,House,2,Good,Traditional,Suburban,train
propmarket-UuhECTjkxd0jY3uFasnSj,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-UuhECTjkxd0jY3uFasnSj\image_3.jpg,Lesotho,Maseru,Ha Tsolo,sale,House,2,Good,Traditional,Suburban,train
propmarket-UuhECTjkxd0jY3uFasnSj,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-UuhECTjkxd0jY3uFasnSj\image_4.jpg,Lesotho,Maseru,Ha Tsolo,sale,House,2,Good,Traditional,Suburban,train
propmarket-UuhECTjkxd0jY3uFasnSj,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-UuhECTjkxd0jY3uFasnSj\image_5.jpg,Lesotho,Maseru,Ha Tsolo,sale,House,2,Good,Traditional,Suburban,train
propmarket-C9lcWgLNZxWHPX7Wj8iGv,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-C9lcWgLNZxWHPX7Wj8iGv\image_1.jpg,Lesotho,Berea,Koalabata,sale,House,2,Good,Traditional,Suburban,test
propmarket-C9lcWgLNZxWHPX7Wj8iGv,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-C9lcWgLNZxWHPX7Wj8iGv\image_2.jpg,Lesotho,Berea,Koalabata,sale,House,2,Good,Traditional,Suburban,test
propmarket-C9lcWgLNZxWHPX7Wj8iGv,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-C9lcWgLNZxWHPX7Wj8iGv\image_3.jpg,Lesotho,Berea,Koalabata,sale,House,2,Good,Traditional,Suburban,test
propmarket-C9lcWgLNZxWHPX7Wj8iGv,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-C9lcWgLNZxWHPX7Wj8iGv\image_4.jpg,Lesotho,Berea,Koalabata,sale,House,2,Good,Traditional,Suburban,test
propmarket-C9lcWgLNZxWHPX7Wj8iGv,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-C9lcWgLNZxWHPX7Wj8iGv\image_5.jpg,Lesotho,Berea,Koalabata,sale,House,2,Good,Traditional,Suburban,test
propmarket-nc43EhrGALYvCzC6PP0Ay,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-nc43EhrGALYvCzC6PP0Ay\image_1.jpg,Lesotho,Maseru,Mazenod,sale,House,3,Good,Traditional,Suburban,val
propmarket-nc43EhrGALYvCzC6PP0Ay,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-nc43EhrGALYvCzC6PP0Ay\image_2.jpg,Lesotho,Maseru,Mazenod,sale,House,3,Good,Traditional,Suburban,val
propmarket-nc43EhrGALYvCzC6PP0Ay,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-nc43EhrGALYvCzC6PP0Ay\image_3.jpg,Lesotho,Maseru,Mazenod,sale,House,3,Good,Traditional,Suburban,val
propmarket-nc43EhrGALYvCzC6PP0Ay,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-nc43EhrGALYvCzC6PP0Ay\image_4.jpg,Lesotho,Maseru,Mazenod,sale,House,3,Good,Traditional,Suburban,val
propmarket-nc43EhrGALYvCzC6PP0Ay,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-nc43EhrGALYvCzC6PP0Ay\image_5.jpg,Lesotho,Maseru,Mazenod,sale,House,3,Good,Traditional,Suburban,val
propmarket-5NttMN-sRvwuo2K4rDYMW,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-5NttMN-sRvwuo2K4rDYMW\image_1.jpg,Lesotho,Berea,Naleli,sale,House,3,Good,Traditional,Suburban,train
propmarket-5NttMN-sRvwuo2K4rDYMW,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-5NttMN-sRvwuo2K4rDYMW\image_2.jpg,Lesotho,Berea,Naleli,sale,House,3,Good,Traditional,Suburban,train
propmarket-5NttMN-sRvwuo2K4rDYMW,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-5NttMN-sRvwuo2K4rDYMW\image_3.jpg,Lesotho,Berea,Naleli,sale,House,3,Good,Traditional,Suburban,train
propmarket-5NttMN-sRvwuo2K4rDYMW,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-5NttMN-sRvwuo2K4rDYMW\image_4.jpg,Lesotho,Berea,Naleli,sale,House,3,Good,Traditional,Suburban,train
propmarket-5NttMN-sRvwuo2K4rDYMW,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-5NttMN-sRvwuo2K4rDYMW\image_5.jpg,Lesotho,Berea,Naleli,sale,House,3,Good,Traditional,Suburban,train
propmarket-8GL2YSoWJfkJYfbOYKDl1,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-8GL2YSoWJfkJYfbOYKDl1\image_1.jpg,Lesotho,Maseru,Ha Phaloane,sale,House,2,Good,Traditional,Suburban,train
propmarket-8GL2YSoWJfkJYfbOYKDl1,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-8GL2YSoWJfkJYfbOYKDl1\image_2.jpg,Lesotho,Maseru,Ha Phaloane,sale,House,2,Good,Traditional,Suburban,train
propmarket-8GL2YSoWJfkJYfbOYKDl1,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-8GL2YSoWJfkJYfbOYKDl1\image_3.jpg,Lesotho,Maseru,Ha Phaloane,sale,House,2,Good,Traditional,Suburban,train
propmarket-8GL2YSoWJfkJYfbOYKDl1,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-8GL2YSoWJfkJYfbOYKDl1\image_4.jpg,Lesotho,Maseru,Ha Phaloane,sale,House,2,Good,Traditional,Suburban,train
propmarket-T7DEuA--o2VWCXfCg3FE2,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-T7DEuA--o2VWCXfCg3FE2\image_1.jpg,Lesotho,Berea,Koalabata,sale,House,1,Good,Traditional,Suburban,train
propmarket-T7DEuA--o2VWCXfCg3FE2,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-T7DEuA--o2VWCXfCg3FE2\image_2.jpg,Lesotho,Berea,Koalabata,sale,House,1,Good,Traditional,Suburban,train
propmarket-T7DEuA--o2VWCXfCg3FE2,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-T7DEuA--o2VWCXfCg3FE2\image_3.jpg,Lesotho,Berea,Koalabata,sale,House,1,Good,Traditional,Suburban,train
propmarket-T7DEuA--o2VWCXfCg3FE2,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-T7DEuA--o2VWCXfCg3FE2\image_4.jpg,Lesotho,Berea,Koalabata,sale,House,1,Good,Traditional,Suburban,train
propmarket-iTxYHd19YkRxk68-z4Gg1,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-iTxYHd19YkRxk68-z4Gg1\image_1.jpg,Lesotho,Maseru,Masowe Iii,sale,House,5+,Good,Traditional,Suburban,train
propmarket-iTxYHd19YkRxk68-z4Gg1,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-iTxYHd19YkRxk68-z4Gg1\image_2.jpg,Lesotho,Maseru,Masowe Iii,sale,House,5+,Good,Traditional,Suburban,train
propmarket-iTxYHd19YkRxk68-z4Gg1,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-iTxYHd19YkRxk68-z4Gg1\image_3.jpg,Lesotho,Maseru,Masowe Iii,sale,House,5+,Good,Traditional,Suburban,train
propmarket-iTxYHd19YkRxk68-z4Gg1,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-iTxYHd19YkRxk68-z4Gg1\image_4.jpg,Lesotho,Maseru,Masowe Iii,sale,House,5+,Good,Traditional,Suburban,train
propmarket-bth9PHwYL2oRa7FORo96t,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-bth9PHwYL2oRa7FORo96t\image_1.jpg,Lesotho,Maseru,Lower Thetsane,sale,House,4,Good,Family,Urban,train
propmarket-bth9PHwYL2oRa7FORo96t,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-bth9PHwYL2oRa7FORo96t\image_2.jpg,Lesotho,Maseru,Lower Thetsane,sale,House,4,Good,Family,Urban,train
propmarket-bth9PHwYL2oRa7FORo96t,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-bth9PHwYL2oRa7FORo96t\image_3.jpg,Lesotho,Maseru,Lower Thetsane,sale,House,4,Good,Family,Urban,train
propmarket-bth9PHwYL2oRa7FORo96t,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-bth9PHwYL2oRa7FORo96t\image_4.jpg,Lesotho,Maseru,Lower Thetsane,sale,House,4,Good,Family,Urban,train
propmarket-bth9PHwYL2oRa7FORo96t,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-bth9PHwYL2oRa7FORo96t\image_5.jpg,Lesotho,Maseru,Lower Thetsane,sale,House,4,Good,Family,Urban,train
propmarket-N8hWF5lZHzYQi0zfdtLMd,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-N8hWF5lZHzYQi0zfdtLMd\image_1.jpg,Lesotho,Quthing,Ha Makhalanyane,sale,House,4,Good,Traditional,Urban,train
propmarket-RAORp0t2ifmx-wUA_bz7j,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-RAORp0t2ifmx-wUA_bz7j\image_1.jpg,Lesotho,Maseru,Masowe 1b Secondary School,rent,House,4,Good,Traditional,Urban,test
propmarket-RAORp0t2ifmx-wUA_bz7j,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-RAORp0t2ifmx-wUA_bz7j\image_2.jpg,Lesotho,Maseru,Masowe 1b Secondary School,rent,House,4,Good,Traditional,Urban,test
propmarket-RAORp0t2ifmx-wUA_bz7j,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-RAORp0t2ifmx-wUA_bz7j\image_3.jpg,Lesotho,Maseru,Masowe 1b Secondary School,rent,House,4,Good,Traditional,Urban,test
propmarket-RAORp0t2ifmx-wUA_bz7j,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-RAORp0t2ifmx-wUA_bz7j\image_4.png,Lesotho,Maseru,Masowe 1b Secondary School,rent,House,4,Good,Traditional,Urban,test
propmarket-OjeCEvzbGRz8FYBJXcoRc,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-OjeCEvzbGRz8FYBJXcoRc\image_1.jpg,Lesotho,Maseru,Lower Thetsane,sale,House,3,Good,Traditional,Suburban,train
propmarket-OjeCEvzbGRz8FYBJXcoRc,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-OjeCEvzbGRz8FYBJXcoRc\image_2.jpg,Lesotho,Maseru,Lower Thetsane,sale,House,3,Good,Traditional,Suburban,train
propmarket-OjeCEvzbGRz8FYBJXcoRc,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-OjeCEvzbGRz8FYBJXcoRc\image_3.jpg,Lesotho,Maseru,Lower Thetsane,sale,House,3,Good,Traditional,Suburban,train
propmarket-OjeCEvzbGRz8FYBJXcoRc,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-OjeCEvzbGRz8FYBJXcoRc\image_4.jpg,Lesotho,Maseru,Lower Thetsane,sale,House,3,Good,Traditional,Suburban,train
propmarket-WUMcplI44uaZO1iSoAQ4S,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-WUMcplI44uaZO1iSoAQ4S\image_1.jpg,Lesotho,Maseru,Ha Leqele,sale,House,1,Good,Traditional,Suburban,train
propmarket-WUMcplI44uaZO1iSoAQ4S,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-WUMcplI44uaZO1iSoAQ4S\image_2.jpg,Lesotho,Maseru,Ha Leqele,sale,House,1,Good,Traditional,Suburban,train
propmarket-WUMcplI44uaZO1iSoAQ4S,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-WUMcplI44uaZO1iSoAQ4S\image_3.png,Lesotho,Maseru,Ha Leqele,sale,House,1,Good,Traditional,Suburban,train
propmarket-TGGtwzXu1PaT221Z8WCKM,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-TGGtwzXu1PaT221Z8WCKM\image_1.jpg,Lesotho,Maseru,Semphetenyane,sale,House,4,Good,Traditional,Suburban,train
propmarket-TGGtwzXu1PaT221Z8WCKM,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-TGGtwzXu1PaT221Z8WCKM\image_2.jpg,Lesotho,Maseru,Semphetenyane,sale,House,4,Good,Traditional,Suburban,train
propmarket-TGGtwzXu1PaT221Z8WCKM,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-TGGtwzXu1PaT221Z8WCKM\image_3.jpg,Lesotho,Maseru,Semphetenyane,sale,House,4,Good,Traditional,Suburban,train
propmarket-TGGtwzXu1PaT221Z8WCKM,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-TGGtwzXu1PaT221Z8WCKM\image_4.jpg,Lesotho,Maseru,Semphetenyane,sale,House,4,Good,Traditional,Suburban,train
propmarket-op0asF1YrwW5Iphyt5FK6,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-op0asF1YrwW5Iphyt5FK6\image_1.jpg,Lesotho,Maseru,Lower Thamae,sale,House,3,Good,Traditional,Suburban,val
propmarket-op0asF1YrwW5Iphyt5FK6,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-op0asF1YrwW5Iphyt5FK6\image_2.jpg,Lesotho,Maseru,Lower Thamae,sale,House,3,Good,Traditional,Suburban,val
propmarket-op0asF1YrwW5Iphyt5FK6,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-op0asF1YrwW5Iphyt5FK6\image_3.jpg,Lesotho,Maseru,Lower Thamae,sale,House,3,Good,Traditional,Suburban,val
propmarket-1gpWZhyNaDKwyXXVRS0MZ,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-1gpWZhyNaDKwyXXVRS0MZ\image_1.jpg,Lesotho,Maseru,Motse Mocha Ts'enola,sale,House,3,Good,Traditional,Suburban,train
propmarket-1gpWZhyNaDKwyXXVRS0MZ,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-1gpWZhyNaDKwyXXVRS0MZ\image_2.jpg,Lesotho,Maseru,Motse Mocha Ts'enola,sale,House,3,Good,Traditional,Suburban,train
propmarket-1gpWZhyNaDKwyXXVRS0MZ,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-1gpWZhyNaDKwyXXVRS0MZ\image_3.jpg,Lesotho,Maseru,Motse Mocha Ts'enola,sale,House,3,Good,Traditional,Suburban,train
propmarket-1gpWZhyNaDKwyXXVRS0MZ,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-1gpWZhyNaDKwyXXVRS0MZ\image_4.jpg,Lesotho,Maseru,Motse Mocha Ts'enola,sale,House,3,Good,Traditional,Suburban,train
propmarket-1gpWZhyNaDKwyXXVRS0MZ,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-1gpWZhyNaDKwyXXVRS0MZ\image_5.jpg,Lesotho,Maseru,Motse Mocha Ts'enola,sale,House,3,Good,Traditional,Suburban,train
propmarket-Gxks2QBu3POkSKy6LSrVn,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Gxks2QBu3POkSKy6LSrVn\image_1.jpg,Lesotho,Maseru,Mazenod,sale,House,2,Good,Traditional,Suburban,train
propmarket-Gxks2QBu3POkSKy6LSrVn,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Gxks2QBu3POkSKy6LSrVn\image_2.jpg,Lesotho,Maseru,Mazenod,sale,House,2,Good,Traditional,Suburban,train
propmarket-Gxks2QBu3POkSKy6LSrVn,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Gxks2QBu3POkSKy6LSrVn\image_3.jpg,Lesotho,Maseru,Mazenod,sale,House,2,Good,Traditional,Suburban,train
propmarket-Gxks2QBu3POkSKy6LSrVn,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Gxks2QBu3POkSKy6LSrVn\image_4.jpg,Lesotho,Maseru,Mazenod,sale,House,2,Good,Traditional,Suburban,train
propmarket-Gxks2QBu3POkSKy6LSrVn,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Gxks2QBu3POkSKy6LSrVn\image_5.png,Lesotho,Maseru,Mazenod,sale,House,2,Good,Traditional,Suburban,train
propmarket-bH8pKVrhThHrUZ_5URuQ-,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-bH8pKVrhThHrUZ_5URuQ-\image_1.jpg,Lesotho,Maseru,Sekoting Ts'enola,sale,House,3,Good,Traditional,Suburban,train
propmarket-bH8pKVrhThHrUZ_5URuQ-,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-bH8pKVrhThHrUZ_5URuQ-\image_2.jpg,Lesotho,Maseru,Sekoting Ts'enola,sale,House,3,Good,Traditional,Suburban,train
propmarket-bH8pKVrhThHrUZ_5URuQ-,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-bH8pKVrhThHrUZ_5URuQ-\image_3.jpg,Lesotho,Maseru,Sekoting Ts'enola,sale,House,3,Good,Traditional,Suburban,train
propmarket-bH8pKVrhThHrUZ_5URuQ-,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-bH8pKVrhThHrUZ_5URuQ-\image_4.jpg,Lesotho,Maseru,Sekoting Ts'enola,sale,House,3,Good,Traditional,Suburban,train
propmarket-G4ZhE5jlCc4y-iw0Kl3d5,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-G4ZhE5jlCc4y-iw0Kl3d5\image_1.jpg,Lesotho,Maseru,Ha Ts'osane,sale,House,2,Good,Traditional,Suburban,train
propmarket-G4ZhE5jlCc4y-iw0Kl3d5,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-G4ZhE5jlCc4y-iw0Kl3d5\image_2.jpg,Lesotho,Maseru,Ha Ts'osane,sale,House,2,Good,Traditional,Suburban,train
propmarket-G4ZhE5jlCc4y-iw0Kl3d5,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-G4ZhE5jlCc4y-iw0Kl3d5\image_3.jpg,Lesotho,Maseru,Ha Ts'osane,sale,House,2,Good,Traditional,Suburban,train
propmarket-G4ZhE5jlCc4y-iw0Kl3d5,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-G4ZhE5jlCc4y-iw0Kl3d5\image_4.jpg,Lesotho,Maseru,Ha Ts'osane,sale,House,2,Good,Traditional,Suburban,train
propmarket-G4ZhE5jlCc4y-iw0Kl3d5,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-G4ZhE5jlCc4y-iw0Kl3d5\image_5.jpg,Lesotho,Maseru,Ha Ts'osane,sale,House,2,Good,Traditional,Suburban,train
propmarket-tm9zmb1Cj-5VmgarS2eJA,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-tm9zmb1Cj-5VmgarS2eJA\image_1.jpg,Lesotho,Maseru,Masowe Iii,rent,House,3,New,Modern,Urban,val
